Address,Alias (Businesses),Alias (Businesses.Categories),Calculation1,Calculation2,Risk Category Improved,address_health_lower,yelp_address,City,Country,Display Address,Display Phone,Distance,Id,Image Url,Is Closed,Latitude,Latitude (Region.Center),Longitude,Longitude (Region.Center),Name,Phone,Price1,Rating,Review Count,Violation Description Improved,State,Table Names,Title,Total,Transactions,Url,Zip Code,Business Name Lower,Business Address,Business City,Business Id,Business Name,Business Phone Number,Business Postal Code,Business State,businesses Index (generated),categories Index (generated),Display Name Lower,Inspection Date,Inspection Id,Inspection Score,Inspection Type,Risk Category,transactions Index (generated),Violation Description,Violation Id
3600 Balboa St,little-henrys-san-francisco-2,italian,,,Low Risk,3600 balboa st,3600 balboa st,San Francisco,US,3600 Balboa St,(415) 387-8761,5622.356486,nWmeuZ8g4hhJOrADh7VFHA,https://s3-media1.fl.yelpcdn.com/bphoto/PvtGq0Qb13Ky73QmcFfGOQ/o.jpg,FALSE,37.77582,37.76089939,-122.49752,-122.4364471,Little Henry's,14153878761,$$,3,265,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,44,pickup,https://www.yelp.com/biz/little-henrys-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94121,little henry's,3600 BALBOA St,San Francisco,547,LITTLE HENRY'S,,94121,CA,1,1,little henry's,7/2/19,547_20190702,84,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,547_20190702_103154
2228 Irving St,lois-vietnamese-restaurant-san-francisco,vietnamese,,,Moderate Risk,2228 irving st,2228 irving st,San Francisco,US,2228 Irving St,(415) 661-5936,4019.951359,cV3nOiQbq0o9plia9OSXVQ,https://s3-media4.fl.yelpcdn.com/bphoto/NnL7Hi6p6z1hgfm9jmE3Vw/o.jpg,FALSE,37.7634859,37.76089939,-122.4820102,-122.4364471,Loi's Vietnamese Restaurant,14156615936,$,3.5,628,Improper thawing methods,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Vietnamese,33,delivery,https://www.yelp.com/biz/lois-vietnamese-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94122,loi's vietnamese restaurant,2228 Irving St,San Francisco,552,Loi's Vietnamese Restaurant,,94122,CA,1,1,loi's vietnamese restaurant,8/15/19,552_20190815,84,Routine - Unscheduled,Moderate Risk,1,Improper thawing methods,552_20190815_103132
600 5th Ave,tastebuds-san-francisco-2,cafes,,,Low Risk,600 05th ave,600 5th ave,San Francisco,US,600 5th Ave,(415) 668-9298,2929.271732,0tiSST3GCwTa7eqY6yTlHQ,https://s3-media2.fl.yelpcdn.com/bphoto/oUmTLjllbuocmemHRKD-lA/o.jpg,FALSE,37.77715801,37.76089939,-122.4626688,-122.4364471,Tastebuds,14156689298,$$,4,113,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Cafes,1700,delivery,https://www.yelp.com/biz/tastebuds-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,tastebuds,600 05th Ave,San Francisco,557,TASTEBUDS,14155669292,94118,CA,1,1,tastebuds,4/19/19,557_20190419,96,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,557_20190419_103144
737 Cortland St,taco-los-altos-san-francisco,mexican,,,Low Risk,737 cortland ave,737 cortland st,San Francisco,US,737 Cortland St,(415) 821-0701,3078.225454,,https://s3-media4.fl.yelpcdn.com/bphoto/Wf8YalnEb0jX4xodR9Yblw/o.jpg,FALSE,37.7390378,37.76089939,-122.414844,-122.4364471,Taco Los Altos,14158210701,$,3.5,237,Improper storage of equipment utensils or linens,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mexican,50,,https://www.yelp.com/biz/taco-los-altos-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,taco los altos,737 CORTLAND Ave,San Francisco,580,TACO LOS ALTOS,,94110,CA,1,1,taco los altos,4/15/19,580_20190415,85,Routine - Unscheduled,Low Risk,,Improper storage of equipment utensils or linens,580_20190415_103145
811 Ulloa St,new-tsing-tao-restaurant-san-francisco,chinese,,,High Risk,811 ulloa st,811 ulloa st,San Francisco,US,811 Ulloa St,(415) 566-9559,3407.639427,,https://s3-media3.fl.yelpcdn.com/bphoto/xWPiCWioohwdbhTqRH96mA/o.jpg,FALSE,37.74052,37.76089939,-122.46543,-122.4364471,New Tsing Tao Restaurant,14155669559,$$,4,163,Unclean hands or improper use of gloves,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,110,pickup,https://www.yelp.com/biz/new-tsing-tao-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94127,new tsing tao restaurant,811 ULLOA St,San Francisco,587,NEW TSING TAO RESTAURANT,14155569559,94127,CA,1,1,new tsing tao restaurant,12/3/18,587_20181203,70,Routine - Unscheduled,High Risk,1,Unclean hands or improper use of gloves,587_20181203_103102
94 Judah St,you-see-sushi-san-francisco,japanese,,,Low Risk,94 judah st,94 judah st,San Francisco,US,94 Judah St,(415) 681-4010,2309.485217,8ed5eduh4zdLGn_y4cCLWA,https://s3-media4.fl.yelpcdn.com/bphoto/rH_TPZ4QzkA1QCcyLaGAbg/o.jpg,FALSE,37.76249,37.76089939,-122.462642,-122.4364471,You See Sushi,14156814010,$$,3.5,304,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Japanese,978,delivery,https://www.yelp.com/biz/you-see-sushi-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94122,you see sushi,94 JUDAH St,San Francisco,591,YOU SEE SUSHI,14155684010,94122,CA,1,1,you see sushi,12/11/18,591_20181211,90,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,591_20181211_103154
1117 Fillmore St,tsing-tao-restaurant-san-francisco-2,chinese,,,Low Risk,3107 clement st,1117 fillmore st,San Francisco,US,1117 Fillmore St,(415) 409-8818,2153.576068,DwePUiESfE5Ij8_9sYwV7Q,https://s3-media2.fl.yelpcdn.com/bphoto/rJJeD8WRm6EkEQD2DiRByQ/o.jpg,FALSE,37.77981,37.76089939,-122.43226,-122.4364471,Tsing Tao Restaurant,14154098818,$,3,171,Inadequate dressing rooms or improper storage of personal items,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,143,delivery,https://www.yelp.com/biz/tsing-tao-restaurant-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,tsing tao restaurant,3107 CLEMENT St,San Francisco,606,TSING TAO RESTAURANT,,94121,CA,1,1,tsing tao restaurant,7/23/19,606_20190723,75,Routine - Unscheduled,Low Risk,1,Inadequate dressing rooms or improper storage of personal items,606_20190723_103153
5712 Mission St,j-and-a-restaurant-san-francisco,chinese,,,Moderate Risk,5712 mission st,5712 mission st,San Francisco,US,5712 Mission St,(415) 337-6688,5777.533567,xusFBl0gw2KBsLFV4Rkjdw,https://s3-media1.fl.yelpcdn.com/bphoto/uVzC61tpBXTNaDfzeWmz1Q/o.jpg,FALSE,37.710037,37.76089939,-122.449872,-122.4364471,J & A Restaurant,14153376688,$,4,121,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,2000,delivery,https://www.yelp.com/biz/j-and-a-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94112,j & a restaurant,5712 MISSION St,San Francisco,615,J & A RESTAURANT,14155336688,94112,CA,1,1,j & a restaurant,10/2/19,615_20191002,94,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,615_20191002_103124
1517 Polk St,swan-oyster-depot-san-francisco,seafood,,,Low Risk,1517 polk st,1517 polk st,San Francisco,US,1517 Polk St,(415) 673-1101,3595.669109,eI0DpD2Xx8hFlk7eAdFCqQ,https://s3-media2.fl.yelpcdn.com/bphoto/9VGbw_Dwciw-jnVLXIScPQ/o.jpg,FALSE,37.79083,37.76089939,-122.42097,-122.4364471,Swan Oyster Depot,14156731101,$$,4,2801,Food safety certificate or food handler card not available,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Seafood,37,delivery,https://www.yelp.com/biz/swan-oyster-depot-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94109,swan oyster depot,1517 Polk St,San Francisco,639,Swan Oyster Depot,,94109,CA,1,1,swan oyster depot,9/17/19,639_20190917,94,Routine - Unscheduled,Low Risk,1,Food safety certificate or food handler card not available,639_20190917_103157
1737 Post St,andersen-bakery-san-francisco,bakeries,,,Moderate Risk,1737 post st 304,1737 post st,San Francisco,US,1737 Post St,(415) 345-1046,2785.614696,FTir7qcSlmO3il2rSi0urQ,https://s3-media3.fl.yelpcdn.com/bphoto/nPPcPI4f5lTbwdBoMgKbFA/o.jpg,TRUE,37.785354,37.76089939,-122.4303915,-122.4364471,Andersen Bakery,14153451046,$,3.5,252,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,44,delivery,https://www.yelp.com/biz/andersen-bakery-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,andersen bakery,1737 Post St 304,San Francisco,642,ANDERSEN BAKERY,14155565712,94115,CA,1,1,andersen bakery,3/5/19,642_20190305,90,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,642_20190305_103119
2299 Union St,marina-submarine-san-francisco,delis,,,Low Risk,2299 union st,2299 union st,San Francisco,US,2299 Union St,(415) 921-3990,3992.688825,c1uPQc6ylqB4Pj-KYB8cpw,https://s3-media4.fl.yelpcdn.com/bphoto/9f1URxcFcWIQleca31-m6w/o.jpg,FALSE,37.79685795,37.76089939,-122.4369494,-122.4364471,Marina Submarine,14159213990,$$,4,414,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Delis,37,delivery,https://www.yelp.com/biz/marina-submarine-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94123,marina submarine,2299 UNION St,San Francisco,691,MARINA SUBMARINE,,94123,CA,1,1,marina submarine,3/7/18,691_20180307,92,Routine - Unscheduled,Low Risk,1,Unclean nonfood contact surfaces,691_20180307_103142
500 Parnassus Ave,cafe-bellini-san-francisco-2,italian,,,Moderate Risk,865 market st c45,500 parnassus ave,San Francisco,US,500 Parnassus Ave,(415) 682-8038,1977.105807,TNf1GhM2UAySh9MG6IxP0Q,https://s3-media3.fl.yelpcdn.com/bphoto/bobhs9P2In2zMzV6ornMQA/o.jpg,FALSE,37.7635825,37.76089939,-122.4581135,-122.4364471,Cafe Bellini,14156828038,$,2.5,42,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,141,,https://www.yelp.com/biz/cafe-bellini-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94143,cafe bellini,865 MARKET St C45,San Francisco,744,Cafe Bellini,14155341075,94103,CA,1,1,cafe bellini,9/30/19,744_20190930,92,Routine - Unscheduled,Moderate Risk,,Inadequate and inaccessible handwashing facilities,744_20190930_103119
2092 3rd St,moshi-moshi-san-francisco,sushi,,,Low Risk,2092 03rd st,2092 3rd st,San Francisco,US,2092 3rd St,(415) 861-8285,4170.206934,oi-jTQzuKRG_7q3u70LHDg,https://s3-media3.fl.yelpcdn.com/bphoto/Lx6YiY-pqiRCfc2rMuIfyg/o.jpg,FALSE,37.76318,37.76089939,-122.38908,-122.4364471,Moshi Moshi,14158618285,$$,4,698,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sushi Bars,28,delivery,https://www.yelp.com/biz/moshi-moshi-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94107,moshi moshi,2092 03rd St,San Francisco,768,MOSHI MOSHI,,94107,CA,1,1,moshi moshi,1/24/17,768_20170124,92,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,768_20170124_103144
1015 Battery St,piperade-san-francisco,basque,,,Moderate Risk,1015 battery st,1015 battery st,San Francisco,US,1015 Battery St,(415) 391-2555,5367.041969,eG5VcB6XuSp-C1mAggD_Cg,https://s3-media2.fl.yelpcdn.com/bphoto/uiqwlChDd7A9ecGelMI62w/o.jpg,FALSE,37.800646,37.76089939,-122.401799,-122.4364471,Piperade,14153912555,$$$,4,873,Inadequate sewage or wastewater disposal,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Basque,12,delivery,https://www.yelp.com/biz/piperade-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94111,piperade,1015 Battery St,San Francisco,786,Piperade,,94111,CA,1,1,piperade,9/6/19,786_20190906,90,Routine - Unscheduled,Moderate Risk,1,Inadequate sewage or wastewater disposal,786_20190906_103130
399 10th Ave,boudin-bakery-san-francisco-6,bakeries,,,Low Risk,pier 39  front,399 10th ave,San Francisco,US,399 10th Ave,(415) 221-1210,3625.548953,UCn4pqLpAdU1OjpoorA0og,https://s3-media1.fl.yelpcdn.com/bphoto/1oRzTd34QoxfM8DFRxDHYQ/o.jpg,FALSE,37.78112412,37.76089939,-122.4688034,-122.4364471,Boudin Bakery,14152211210,$,4,208,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,106,pickup,https://www.yelp.com/biz/boudin-bakery-san-francisco-6?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,boudin bakery,Pier 39  Front,San Francisco,792,Boudin Bakery,,94133,CA,1,1,boudin bakery,6/26/19,792_20190626,96,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,792_20190626_103144
1400 Leavenworth St,sushi-rapture-san-francisco,sushi,,,Low Risk,1400 leavenworth st,1400 leavenworth st,San Francisco,US,1400 Leavenworth St,(415) 359-1388,4095.970844,TkI_23ROVAsSDLg6ovzdYw,https://s3-media4.fl.yelpcdn.com/bphoto/txlb-S72wKKVoJ1xD6PDLg/o.jpg,FALSE,37.79404,37.76089939,-122.41608,-122.4364471,Sushi Rapture,14153591388,$$,3.5,342,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sushi Bars,9,pickup,https://www.yelp.com/biz/sushi-rapture-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94109,sushi rapture,1400 Leavenworth St,San Francisco,798,Sushi Rapture,,94109,CA,1,1,sushi rapture,4/17/19,798_20190417,96,Routine - Unscheduled,Low Risk,1,Unclean nonfood contact surfaces,798_20190417_103142
600 Harrison St,eden-plaza-cafe-san-francisco,delis,,,High Risk,600 harrison st,600 harrison st,San Francisco,US,600 Harrison St,(415) 777-4709,4447.935268,Xnm-vHeO_T3C7rfVyRMXig,https://s3-media1.fl.yelpcdn.com/bphoto/7GUQ8kLUT2fm8rL-JENkQQ/o.jpg,FALSE,37.784358,37.76089939,-122.395457,-122.4364471,Eden Plaza Cafe,14157774709,$,4,172,Improper cooling methods,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Delis,23,,https://www.yelp.com/biz/eden-plaza-cafe-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94107,eden plaza cafe,600 HARRISON St,San Francisco,811,EDEN PLAZA CAFE,,94107,CA,1,1,eden plaza cafe,3/26/19,811_20190326,58,Routine - Unscheduled,High Risk,,Improper cooling methods,811_20190326_103105
4609 Mission St,babys-eatery-and-palabok-san-francisco-2,filipino,,,Moderate Risk,4609 mission st,4609 mission st,San Francisco,US,4609 Mission St,(415) 585-0990,4057.699854,NLc5sKgqHcH95qMoCGikJg,https://s3-media4.fl.yelpcdn.com/bphoto/CNpId4QB84MPQMrdKPUlig/o.jpg,FALSE,37.7244,37.76089939,-122.43467,-122.4364471,Baby's Eatery and Palabok,14155850990,$,4,85,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Filipino,26,,https://www.yelp.com/biz/babys-eatery-and-palabok-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94112,baby's eatery and palabok,4609 MISSION St,San Francisco,824,BABY'S EATERY AND PALABOK,,94112,CA,1,1,baby's eatery and palabok,6/13/18,824_20180613,77,Routine - Unscheduled,Moderate Risk,,Inadequate and inaccessible handwashing facilities,824_20180613_103119
801 Broadway,kam-po-kitchen-san-francisco,bbq,,,Moderate Risk,801 broadway st,801 broadway,San Francisco,US,801 Broadway,(415) 982-3516,4641.731398,0Yw-OWhZAU8BI852cx21ug,https://s3-media1.fl.yelpcdn.com/bphoto/Yl4XlllUWmPjS6l0iSA1xg/o.jpg,FALSE,37.79719415,37.76089939,-122.410356,-122.4364471,Kam Po Kitchen,14159823516,$,4,498,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Barbeque,11,delivery,https://www.yelp.com/biz/kam-po-kitchen-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,kam po kitchen,801 Broadway St,San Francisco,835,Kam Po Kitchen,,94133,CA,1,1,kam po kitchen,9/17/18,835_20180917,88,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,835_20180917_103133
373 Columbus Ave,molinari-delicatessen-san-francisco,delis,,,High Risk,373 columbus ave,373 columbus ave,San Francisco,US,373 Columbus Ave,(415) 421-2337,4866.411807,FmGF1B-Rpsjq1f5b56qMwg,https://s3-media3.fl.yelpcdn.com/bphoto/B5vUs6hU1W6UcBQL52v2GQ/o.jpg,FALSE,37.79838,37.76089939,-122.40782,-122.4364471,Molinari Delicatessen,14154212337,$$,4.5,1116,Improper cooling methods,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Delis,75,pickup,https://www.yelp.com/biz/molinari-delicatessen-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,molinari delicatessen,373 Columbus Ave,San Francisco,840,Molinari Delicatessen,,94133,CA,1,1,molinari delicatessen,6/20/17,840_20170620,87,Routine - Unscheduled,High Risk,1,Improper cooling methods,840_20170620_103105
1454 Grant Ave,cafe-jacqueline-san-francisco,french,,,Moderate Risk,1454 grant ave,1454 grant ave,San Francisco,US,1454 Grant Ave,(415) 981-5565,5088.381238,JJnkXwf96vh1Uu7XZWZZAg,https://s3-media1.fl.yelpcdn.com/bphoto/sjdL_FzSRyUirrhBghHkpA/o.jpg,FALSE,37.80047,37.76089939,-122.40731,-122.4364471,Cafe Jacqueline,14159815565,$$$,4,657,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",French,8,delivery,https://www.yelp.com/biz/cafe-jacqueline-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,cafe jacqueline,1454 Grant Ave,San Francisco,845,Cafe Jacqueline,14155985565,94133,CA,1,1,cafe jacqueline,5/29/19,845_20190529,92,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,845_20190529_103124
542 Green St,golden-boy-pizza-san-francisco,pizza,,,Low Risk,542 green st,542 green st,San Francisco,US,542 Green St,(415) 982-9738,4992.437697,PTFxtXS47ZVRCdZIrEWvGw,https://s3-media1.fl.yelpcdn.com/bphoto/F8OxoXdS51h2VfU9Je2cNQ/o.jpg,FALSE,37.7997956,37.76089939,-122.4080729,-122.4364471,Golden Boy Pizza,14159829738,$,4.5,3549,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,322,,https://www.yelp.com/biz/golden-boy-pizza-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,golden boy pizza,542 Green St,San Francisco,847,Golden Boy Pizza,,94133,CA,1,1,golden boy pizza,5/13/19,847_20190513,94,Routine - Unscheduled,Low Risk,,Unapproved or unmaintained equipment or utensils,847_20190513_103144
652 Pacific Ave,new-hollywood-bakery-and-restaurant-san-francisco-2,bakeries,,,Low Risk,652 pacific ave,652 pacific ave,San Francisco,US,652 Pacific Ave,(415) 397-9919,4803.032745,sQaHwhP1s9wVOencbEGrkQ,https://s3-media1.fl.yelpcdn.com/bphoto/ltf0gTFVASDVX6NbqShxUA/o.jpg,FALSE,37.79697999,37.76089939,-122.4066364,-122.4364471,New Hollywood Bakery & Restaurant,14153979919,$,4,86,Improper food storage,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,78,delivery,https://www.yelp.com/biz/new-hollywood-bakery-and-restaurant-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,new hollywood bakery & restaurant,652 Pacific Ave,San Francisco,852,New Hollywood Bakery & Restaurant,,94133,CA,1,1,new hollywood bakery & restaurant,11/29/17,852_20171129,83,Routine - Unscheduled,Low Risk,1,Improper food storage,852_20171129_103139
3440 Geary Blvd,panchos-salsa-bar-and-grill-san-francisco-2,mexican,,,Moderate Risk,1639 polk st,3440 geary blvd,San Francisco,US,3440 Geary Blvd,(415) 387-8226,2882.654324,PzbzvmEnn7cs7WmbmlD7ew,https://s3-media4.fl.yelpcdn.com/bphoto/mfcCHqdkR3o1vSrdNmQUNg/o.jpg,FALSE,37.78149426,37.76089939,-122.4561258,-122.4364471,Pancho's Salsa Bar & Grill,14153878226,$,3,440,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mexican,231,pickup,https://www.yelp.com/biz/panchos-salsa-bar-and-grill-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,pancho's salsa bar & grill,1639 Polk St,San Francisco,874,Pancho's Salsa Bar & Grill,,94109,CA,1,1,pancho's salsa bar & grill,2/22/19,874_20190222,96,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,874_20190222_103133
919 Kearny St,house-of-nanking-san-francisco,chinese,,,Moderate Risk,919 kearny st,919 kearny st,San Francisco,US,919 Kearny St,(415) 421-1429,4807.385841,C0whbbQhUMBv8X-Mmtqrcg,https://s3-media2.fl.yelpcdn.com/bphoto/YC61C4rA43FQkROtkflXdQ/o.jpg,FALSE,37.79649,37.76089939,-122.405392,-122.4364471,House of Nanking,14154211429,$$,3.5,3384,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,55,delivery,https://www.yelp.com/biz/house-of-nanking-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94133,house of nanking,919 Kearny St,San Francisco,884,House of Nanking,,94133,CA,1,1,house of nanking,12/5/18,884_20181205,90,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,884_20181205_103133
